,id_registro,arco,longitud,latitud,carga
27127,27128,2326-5069,-75.5746670727832,6.267527407335748,582.0
27128,27129,2326-5069,-75.57472635712513,6.2673665190356935,582.0
27129,27130,2326-5069,-75.57478564146706,6.267205630735643,582.0
27130,27131,2326-5069,-75.57498419696141,6.266670583233317,582.0
27131,27132,2326-5069,-75.57484492580897,6.2670447424355915,582.0
27132,27133,2326-5069,-75.57487974359708,6.266951202635022,582.0
27133,27134,2326-5069,-75.57491456138519,6.266857662834454,582.0
27134,27135,2326-5069,-75.5749493791733,6.2667641230338855,582.0
27135,27136,2326-5069,-75.57511277961119,6.266257321463184,582.0
27136,27137,2326-5069,-75.57498419696141,6.266670583233317,582.0
27137,27138,2326-5069,-75.57501634262384,6.266567267790784,582.0
27138,27139,2326-5069,-75.5750484882863,6.26646395234825,582.0
27139,27140,2326-5069,-75.57508063394873,6.2663606369057145,582.0
27140,27141,2326-2380,-75.57385264931007,6.270363447903301,3199.0
27141,27142,2326-2380,-75.57447665428191,6.267863037347205,3199.0
27142,27143,2326-2380,-75.57432065303894,6.2684881399862284,3199.0
27143,27144,2326-2380,-75.57416465179598,6.269113242625253,3199.0
27144,27145,2326-2380,-75.57400865055304,6.269738345264276,3199.0
27145,27146,2326-77,-75.57405794858084,6.267966090326147,1063.0
27146,27147,2326-77,-75.57447665428191,6.267863037347205,1063.0
27147,27148,2326-77,-75.57437197785664,6.26788880059194,1063.0
27148,27149,2326-77,-75.57426730143138,6.267914563836674,1063.0
27149,27150,2326-77,-75.57416262500611,6.267940327081409,1063.0
27150,27151,2326-3287,-75.57494655274695,6.265784151252251,1001.0
27151,27152,2326-3287,-75.57447665428191,6.267863037347205,1001.0
27152,27153,2326-3287,-75.57459412889817,6.2673433158234655,1001.0
27153,27154,2326-3287,-75.57471160351443,6.266823594299727,1001.0
27154,27155,2326-3287,-75.57482907813069,6.266303872775989,1001.0
27155,27156,2327-4760,-75.62872380760679,6.153657961307277,86.0
27156,27157,2327-4760,-75.62898922085778,6.153964161907383,86.0
27157,27158,2327-4760,-75.62892286754503,6.153887611757357,86.0
27158,27159,2327-4760,-75.6288565142323,6.15381106160733,86.0
27159,27160,2327-4760,-75.62879016091954,6.153734511457302,86.0
27160,27161,2327-4760,-75.62833283552331,6.153130413425647,86.0
27161,27162,2327-4760,-75.62872380760679,6.153657961307277,86.0
27162,27163,2327-4760,-75.62862606458593,6.153526074336869,86.0
27163,27164,2327-4760,-75.62852832156507,6.153394187366463,86.0
27164,27165,2327-4760,-75.62843057854421,6.153262300396055,86.0
27165,27166,2327-4760,-75.62812804062246,6.152899032610597,86.0
27166,27167,2327-4760,-75.62833283552331,6.153130413425647,86.0
27167,27168,2327-4760,-75.62828163679809,6.153072568221884,86.0
27168,27169,2327-4760,-75.62823043807289,6.153014723018121,86.0
27169,27170,2327-4760,-75.62817923934767,6.152956877814359,86.0
27170,27171,2327-4760,-75.62803909161691,6.152476728237379,86.0
27171,27172,2327-4760,-75.62812804062246,6.152899032610597,86.0
27172,27173,2327-4760,-75.62810580337107,6.152793456517292,86.0
27173,27174,2327-4760,-75.62808356611968,6.152687880423987,86.0
27174,27175,2327-4760,-75.6280613288683,6.152582304330683,86.0
27175,27176,2327-6320,-75.62808527146184,6.154381761419263,713.0
27176,27177,2327-6320,-75.62898922085778,6.153964161907383,713.0
27177,27178,2327-6320,-75.62876323350879,6.154068561785352,713.0
27178,27179,2327-6320,-75.62853724615981,6.154172961663322,713.0
27179,27180,2327-6320,-75.62831125881083,6.1542773615412925,713.0
27180,27181,2327-6320,-75.6270456854397,6.154681353946447,713.0
27181,27182,2327-6320,-75.62808527146184,6.154381761419263,713.0
27182,27183,2327-6320,-75.62782537495629,6.154456659551059,713.0
27183,27184,2327-6320,-75.62756547845079,6.154531557682855,713.0
27184,27185,2327-6320,-75.62730558194525,6.154606455814651,713.0
27185,27186,2327-6320,-75.62605857736371,6.154980103413379,713.0
27186,27187,2327-6320,-75.6270456854397,6.154681353946447,713.0
27187,27188,2327-6320,-75.62679890842071,6.154756041313179,713.0
27188,27189,2327-6320,-75.6265521314017,6.154830728679912,713.0
27189,27190,2327-6320,-75.62630535438271,6.154905416046647,713.0
27190,27191,2327-3180,-75.62959191787073,6.15367771831546,1895.0
27191,27192,2327-3180,-75.62898922085778,6.153964161907383,1895.0
27192,27193,2327-3180,-75.62913989511102,6.1538925510094025,1895.0
27193,27194,2327-3180,-75.62929056936426,6.153820940111421,1895.0
27194,27195,2327-3180,-75.62944124361749,6.15374932921344,1895.0
27195,27196,2327-3180,-75.63024055673979,6.153428092694173,1895.0
27196,27197,2327-3180,-75.62959191787073,6.15367771831546,1895.0
27197,27198,2327-3180,-75.62975407758799,6.153615311910138,1895.0
27198,27199,2327-3180,-75.62991623730528,6.153552905504816,1895.0
27199,27200,2327-3180,-75.63007839702254,6.153490499099494,1895.0
27200,27201,2327-4439,-75.62899797590633,6.154277307245097,935.0
27201,27202,2327-4439,-75.62898922085778,6.153964161907383,935.0
27202,27203,2327-4439,-75.6289914096199,6.154042448241812,935.0
27203,27204,2327-4439,-75.62899359838204,6.154120734576239,935.0
27204,27205,2327-4439,-75.62899578714418,6.154199020910668,935.0
27205,27206,2327-4439,-75.62887436091356,6.154612495990714,935.0
27206,27207,2327-4439,-75.62899797590633,6.154277307245097,935.0
27207,27208,2327-4439,-75.62896707215813,6.1543611044315005,935.0
27208,27209,2327-4439,-75.62893616840996,6.154444901617905,935.0
27209,27210,2327-4439,-75.62890526466175,6.1545286988043095,935.0
27210,27211,2327-4439,-75.6289530249999,6.154813609136585,935.0
27211,27212,2327-4439,-75.62887436091356,6.154612495990714,935.0
27212,27213,2327-4439,-75.62889402693514,6.154662774277182,935.0
27213,27214,2327-4439,-75.62891369295673,6.154713052563649,935.0
27214,27215,2327-4439,-75.6289333589783,6.154763330850117,935.0
27215,27216,2327-4439,-75.62907663999266,6.1550035492600115,935.0
27216,27217,2327-4439,-75.6289530249999,6.154813609136585,935.0
27217,27218,2327-4439,-75.62898392874807,6.154861094167441,935.0
27218,27219,2327-4439,-75.62901483249627,6.154908579198297,935.0
27219,27220,2327-4439,-75.62904573624445,6.154956064229153,935.0
27220,27221,2327-4439,-75.63002060902839,6.15564040682537,935.0
27221,27222,2327-4439,-75.62907663999266,6.1550035492600115,935.0
27222,27223,2327-4439,-75.62931263225158,6.15516276365135,935.0
27223,27224,2327-4439,-75.62954862451052,6.155321978042688,935.0
27224,27225,2327-4439,-75.62978461676946,6.1554811924340305,935.0
27225,27226,2327-4439,-75.63057754724676,6.156093016825659,935.0
27226,27227,2327-4439,-75.63002060902839,6.15564040682537,935.0
27227,27228,2327-4439,-75.63015984358299,6.155753559325443,935.0
27228,27229,2327-4439,-75.63029907813758,6.155866711825514,935.0
27229,27230,2327-4439,-75.63043831269218,6.1559798643255865,935.0
27295,27296,2330-3447,-75.56345697819329,6.312672851823464,29.0
27296,27297,2330-3447,-75.56379524619554,6.311106822613679,29.0
27297,27298,2330-3447,-75.56371067919497,6.311498329916126,29.0
27298,27299,2330-3447,-75.5636261121944,6.3118898372185726,29.0
27299,27300,2330-3447,-75.56354154519386,6.312281344521017,29.0
27300,27301,2330-2379,-75.56384833669917,6.309305905983704,132.0
27301,27302,2330-2379,-75.56379524619554,6.311106822613679,132.0
27302,27303,2330-2379,-75.56380851882145,6.3106565934561845,132.0
27303,27304,2330-2379,-75.56382179144734,6.3102063642986925,132.0
27304,27305,2330-2379,-75.56383506407327,6.309756135141197,132.0
27305,27306,2330-5795,-75.56255385280937,6.3110933378266445,158.0
27306,27307,2330-5795,-75.56379524619554,6.311106822613679,158.0
27307,27308,2330-5795,-75.563484897849,6.311103451416921,158.0
27308,27309,2330-5795,-75.56317454950245,6.311100080220162,158.0
27309,27310,2330-5795,-75.56286420115592,6.311096709023403,158.0
27330,27331,2331-5204,-75.55937088483824,6.310105038722683,12245.0
27331,27332,2331-5204,-75.56017042901982,6.308253005328472,12245.0
27332,27333,2331-5204,-75.55997054297444,6.3087160136770235,12245.0
27333,27334,2331-5204,-75.55977065692903,6.309179022025577,12245.0
27334,27335,2331-5204,-75.55957077088362,6.30964203037413,12245.0
27335,27336,2331-79,-75.5616714369299,6.308486580281117,225.0
27336,27337,2331-79,-75.56017042901982,6.308253005328472,225.0
27337,27338,2331-79,-75.56054568099734,6.308311399066634,225.0
27338,27339,2331-79,-75.56092093297487,6.308369792804796,225.0
27339,27340,2331-79,-75.5612961849524,6.3084281865429555,225.0
27345,27346,2332-5209,-75.5634313460353,6.306070132865098,8.0
27346,27347,2332-5209,-75.56372131889788,6.306304332187686,8.0
27347,27348,2332-5209,-75.56364882568224,6.306245782357039,8.0
27348,27349,2332-5209,-75.56357633246657,6.306187232526393,8.0
27349,27350,2332-5209,-75.56350383925094,6.3061286826957454,8.0
27350,27351,2332-5209,-75.5630959523125,6.30570501938537,8.0
27351,27352,2332-5209,-75.5634313460353,6.306070132865098,8.0
27352,27353,2332-5209,-75.56334749760458,6.305978854495167,8.0
27353,27354,2332-5209,-75.56326364917388,6.305887576125233,8.0
27354,27355,2332-5209,-75.56317980074319,6.305796297755302,8.0
27355,27356,2332-5209,-75.56284573794784,6.305451027247841,8.0
27356,27357,2332-5209,-75.5630959523125,6.30570501938537,8.0
27357,27358,2332-5209,-75.56303339872133,6.305641521350987,8.0
27358,27359,2332-5209,-75.56297084513018,6.305578023316606,8.0
27359,27360,2332-5209,-75.562908291539,6.305514525282224,8.0
27360,27361,2332-5209,-75.56269135036116,6.305271116075138,8.0
27361,27362,2332-5209,-75.56284573794784,6.305451027247841,8.0
27362,27363,2332-5209,-75.56280714105118,6.305406049454665,8.0
27363,27364,2332-5209,-75.56276854415452,6.305361071661488,8.0
27364,27365,2332-5209,-75.56272994725785,6.3053160938683135,8.0
27365,27366,2332-5209,-75.56257955245357,6.3050806218242545,8.0
27366,27367,2332-5209,-75.56269135036116,6.305271116075138,8.0
27367,27368,2332-5209,-75.56266340088426,6.3052234925124155,8.0
27368,27369,2332-5209,-75.56263545140737,6.3051758689496955,8.0
27369,27370,2332-5209,-75.56260750193047,6.305128245386976,8.0
27370,27371,2332-5209,-75.56249437309539,6.30493775109016,8.0
27371,27372,2332-5209,-75.56257955245357,6.3050806218242545,8.0
27372,27373,2332-5209,-75.56255825761403,6.305044904140731,8.0
27373,27374,2332-5209,-75.56253696277449,6.305009186457207,8.0
27374,27375,2332-5209,-75.56251566793495,6.3049734687736825,8.0
27375,27376,2332-5209,-75.56249437309539,6.3048160463597025,8.0
27376,27377,2332-5209,-75.56249437309539,6.30493775109016,8.0
27377,27378,2332-5209,-75.56249437309539,6.3049073249075445,8.0
27378,27379,2332-5209,-75.56249437309539,6.304876898724929,8.0
27379,27380,2332-5209,-75.56249437309539,6.304846472542317,8.0
27380,27381,2332-5209,-75.5625369627745,6.304636134966698,8.0
27381,27382,2332-5209,-75.56249437309539,6.3048160463597025,8.0
27382,27383,2332-5209,-75.56250502051519,6.30477106851145,8.0
27383,27384,2332-5209,-75.56251566793495,6.304726090663199,8.0
27384,27385,2332-5209,-75.56252631535472,6.304681112814947,8.0
27385,27386,2332-5209,-75.56261681842277,6.304392725335648,8.0
27386,27387,2332-5209,-75.5625369627745,6.304636134966698,8.0
27387,27388,2332-5209,-75.56255692668657,6.304575282558934,8.0
27388,27389,2332-5209,-75.56257689059862,6.304514430151173,8.0
27389,27390,2332-5209,-75.5625968545107,6.304453577743411,8.0
27390,27391,2332-5209,-75.5627552348798,6.3040964004132105,8.0
27391,27392,2332-5209,-75.56261681842277,6.304392725335648,8.0
27392,27393,2332-5209,-75.56265142253703,6.30431864410504,8.0
27393,27394,2332-5209,-75.56268602665128,6.3042445628744295,8.0
27394,27395,2332-5209,-75.56272063076554,6.304170481643821,8.0
27395,27396,2332-5209,-75.56280314826878,6.303990570042742,8.0
27396,27397,2332-5209,-75.5627552348798,6.3040964004132105,8.0
27397,27398,2332-5209,-75.56276721322705,6.304069942820593,8.0
27398,27399,2332-5209,-75.5627791915743,6.304043485227977,8.0
27399,27400,2332-5209,-75.56279116992155,6.304017027635359,8.0
27400,27401,2332-5209,-75.56283509052805,6.303890031170787,8.0
27401,27402,2332-5209,-75.56280314826878,6.303990570042742,8.0
27402,27403,2332-5209,-75.56281113383359,6.303965435324754,8.0
27403,27404,2332-5209,-75.56281911939844,6.303940300606763,8.0
27404,27405,2332-5209,-75.56282710496325,6.303915165888776,8.0
27405,27406,2332-5209,-75.56284203415228,6.303709653735875,8.0
27406,27407,2332-5209,-75.56283509052805,6.303890031170787,8.0
27407,27408,2332-5209,-75.56283682643412,6.30384493681206,8.0
27408,27409,2332-5209,-75.56283856234019,6.303799842453332,8.0
27409,27410,2332-5209,-75.56284029824623,6.303754748094603,8.0
27410,27411,2332-3442,-75.56386789028652,6.306662780393883,18.0
27411,27412,2332-3442,-75.56372131889788,6.306304332187686,18.0
27412,27413,2332-3442,-75.56375796174504,6.306393944239235,18.0
27413,27414,2332-3442,-75.5637946045922,6.306483556290784,18.0
27414,27415,2332-3442,-75.56383124743935,6.306573168342331,18.0
27415,27416,2332-3442,-75.56393177480516,6.3070437676630675,18.0
27416,27417,2332-3442,-75.56386789028652,6.306662780393883,18.0
27417,27418,2332-3442,-75.56388386141617,6.3067580272111785,18.0
27418,27419,2332-3442,-75.56389983254584,6.306853274028474,18.0
27419,27420,2332-3442,-75.5639158036755,6.306948520845772,18.0
27420,27421,2332-3442,-75.56391047996563,6.30761524804184,18.0
27421,27422,2332-3442,-75.56393177480516,6.3070437676630675,18.0
27422,27423,2332-3442,-75.56392645109527,6.307186637757762,18.0
27423,27424,2332-3442,-75.56392112738538,6.307329507852455,18.0
27424,27425,2332-3442,-75.56391580367551,6.307472377947147,18.0
27425,27426,2332-3442,-75.56391970408997,6.3084343098982,18.0
27426,27427,2332-3442,-75.56391047996563,6.30761524804184,18.0
27427,27428,2332-3442,-75.5639127859967,6.30782001350593,18.0
27428,27429,2332-3442,-75.5639150920278,6.30802477897002,18.0
27429,27430,2332-3442,-75.56391739805889,6.308229544434108,18.0
27475,27476,2333-3440,-75.56671484649576,6.304866405523883,188.0
27476,27477,2333-3440,-75.56685610042481,6.303876393725637,188.0
27477,27478,2333-3440,-75.56682078694254,6.304123896675197,188.0
27478,27479,2333-3440,-75.5667854734603,6.304371399624761,188.0
27479,27480,2333-3440,-75.56675015997803,6.3046189025743224,188.0
27480,27481,2333-3440,-75.56666159971915,6.305268633243457,188.0
27481,27482,2333-3440,-75.56671484649576,6.304866405523883,188.0
27482,27483,2333-3440,-75.56670153480161,6.304966962453777,188.0
27483,27484,2333-3440,-75.56668822310745,6.305067519383671,188.0
27484,27485,2333-3440,-75.5666749114133,6.3051680763135645,188.0
27485,27486,2333-3440,-75.56655510616598,6.305596766152028,188.0
27486,27487,2333-3440,-75.56666159971915,6.305268633243457,188.0
27487,27488,2333-3440,-75.56663497633086,6.305350666470599,188.0
27488,27489,2333-3440,-75.56660835294257,6.305432699697742,188.0
27489,27490,2333-3440,-75.56658172955426,6.305514732924887,188.0
27490,27491,2333-3440,-75.566351350167,6.306023692990362,188.0
27491,27492,2333-3440,-75.56655510616598,6.305596766152028,188.0
27492,27493,2333-3440,-75.56650416716623,6.305703497861612,188.0
27493,27494,2333-3440,-75.56645322816651,6.305810229571193,188.0
27494,27495,2333-3440,-75.56640228916675,6.3059169612807775,188.0
27495,27496,2333-5914,-75.56788627558078,6.30405136418816,124.0
27496,27497,2333-5914,-75.56685610042481,6.303876393725637,124.0
27497,27498,2333-5914,-75.5671136442138,6.303920136341268,124.0
27498,27499,2333-5914,-75.5673711880028,6.303963878956897,124.0
27499,27500,2333-5914,-75.56762873179176,6.304007621572528,124.0
27505,27506,2333-3436,-75.56690033694028,6.3032705474503254,194.0
27506,27507,2333-3436,-75.56685610042481,6.303876393725637,194.0
27507,27508,2333-3436,-75.5668671595537,6.303724932156808,194.0
27508,27509,2333-3436,-75.56687821868255,6.303573470587981,194.0
27509,27510,2333-3436,-75.5668892778114,6.303422009019152,194.0
27525,27526,2334-6430,-75.57646672664833,6.231746727346728,74.0
27526,27527,2334-6430,-75.57624030745238,6.23151257811284,74.0
27527,27528,2334-6430,-75.57629691225138,6.231571115421312,74.0
27528,27529,2334-6430,-75.57635351705036,6.231629652729782,74.0
27529,27530,2334-6430,-75.57641012184935,6.231688190038256,74.0
27530,27531,2334-6430,-75.57659329266913,6.232038396586544,74.0
27531,27532,2334-6430,-75.57646672664833,6.231746727346728,74.0
27532,27533,2334-6430,-75.57649836815354,6.231819644656683,74.0
27533,27534,2334-6430,-75.57653000965874,6.231892561966635,74.0
27534,27535,2334-6430,-75.57656165116394,6.231965479276591,74.0
27535,27536,2334-6430,-75.57661630467291,6.232364379662712,74.0
27536,27537,2334-6430,-75.57659329266913,6.232038396586544,74.0
27537,27538,2334-6430,-75.57659904567008,6.232119892355588,74.0
27538,27539,2334-6430,-75.57660479867101,6.232201388124629,74.0
27539,27540,2334-6430,-75.57661055167195,6.232282883893671,74.0
27540,27541,2334-6430,-75.57658753966818,6.232621734579779,74.0
27541,27542,2334-6430,-75.57661630467291,6.232364379662712,74.0
27542,27543,2334-6430,-75.57660911342171,6.232428718391978,74.0
27543,27544,2334-6430,-75.57660192217054,6.232493057121246,74.0
27544,27545,2334-6430,-75.57659473091937,6.232557395850513,74.0
27545,27546,2334-6430,-75.5765530216625,6.2327875854594295,74.0
27546,27547,2334-6430,-75.57658753966818,6.232621734579779,74.0
27547,27548,2334-6430,-75.57657891016677,6.232663197299693,74.0
27548,27549,2334-6430,-75.57657028066534,6.2327046600196025,74.0
27549,27550,2334-6430,-75.57656165116394,6.232746122739517,74.0
27550,27551,2334-6430,-75.5764839856512,6.232913403333161,74.0
27551,27552,2334-6430,-75.5765530216625,6.2327875854594295,74.0
27552,27553,2334-6430,-75.57653576265969,6.232819039927862,74.0
27553,27554,2334-6430,-75.57651850365684,6.232850494396295,74.0
27554,27555,2334-6430,-75.57650124465401,6.232881948864727,74.0
27555,27556,2334-6430,-75.57641494963987,6.232959155279758,74.0
27556,27557,2334-6430,-75.5764839856512,6.232913403333161,74.0
27557,27558,2334-6430,-75.57646672664833,6.23292484131981,74.0
27558,27559,2334-6430,-75.57644946764552,6.232936279306459,74.0
27559,27560,2334-6430,-75.5764322086427,6.232947717293109,74.0
27560,27561,2334-6430,-75.57633440762666,6.232976312258711,74.0
27561,27562,2334-6430,-75.57641494963987,6.232959155279758,74.0
27562,27563,2334-6430,-75.57639481413656,6.232963444524495,74.0
27563,27564,2334-6430,-75.57637467863327,6.232967733769233,74.0
27564,27565,2334-6430,-75.57635454312997,6.232972023013973,74.0
27565,27566,2334-6430,-75.57623660661059,6.232953436286652,74.0
27566,27567,2334-6430,-75.57633440762666,6.232976312258711,74.0
27567,27568,2334-6430,-75.57630995737264,6.232970593265697,74.0
27568,27569,2334-6430,-75.57628550711863,6.232964874272683,74.0
27569,27570,2334-6430,-75.57626105686462,6.232959155279668,74.0
27570,27571,2334-6430,-75.57613305259359,6.232901965345892,74.0
27571,27572,2334-6430,-75.57623660661059,6.232953436286652,74.0
27572,27573,2334-6430,-75.57621071810635,6.232940568551463,74.0
27573,27574,2334-6430,-75.57618482960211,6.232927700816273,74.0
27574,27575,2334-6430,-75.57615894109786,6.2329148330810815,74.0
27575,27576,2334-6430,-75.57604100457851,6.232793304454341,74.0
27576,27577,2334-6430,-75.57613305259359,6.232901965345892,74.0
27577,27578,2334-6430,-75.57611004058985,6.232874800123002,74.0
27578,27579,2334-6430,-75.57608702858606,6.232847634900116,74.0
27579,27580,2334-6430,-75.57606401658228,6.232820469677229,74.0
27580,27581,2334-6430,-75.5760122395738,6.232701800528225,74.0
27581,27582,2334-6430,-75.57604100457851,6.232793304454341,74.0
27582,27583,2334-6430,-75.57603381332734,6.232770428472811,74.0
27583,27584,2334-6430,-75.57602662207616,6.232747552491282,74.0
27584,27585,2334-6430,-75.57601943082497,6.232724676509753,74.0
27585,27586,2334-6430,-75.57599799319277,6.23258057641076,74.0
27586,27587,2334-6430,-75.5760122395738,6.232701800528225,74.0
27587,27588,2334-6430,-75.57600867797855,6.232671494498859,74.0
27588,27589,2334-6430,-75.57600511638327,6.2326411884694926,74.0
27589,27590,2334-6430,-75.57600155478802,6.232610882440126,74.0
27595,27596,2335-3435,-75.5662265575931,6.30156270845058,684.0
27596,27597,2335-3435,-75.5665377611367,6.302393500354104,684.0
27597,27598,2335-3435,-75.5664599602508,6.302185802378223,684.0
27598,27599,2335-3435,-75.5663821593649,6.301978104402343,684.0
27599,27600,2335-3435,-75.566304358479,6.301770406426461,684.0
27600,27601,2335-3436,-75.56690033694028,6.3032705474503254,32.0
27601,27602,2335-3436,-75.5665377611367,6.302393500354104,32.0
27602,27603,2335-3436,-75.5666284050876,6.30261276212816,32.0
27603,27604,2335-3436,-75.56671904903848,6.302832023902214,32.0
27604,27605,2335-3436,-75.56680969298938,6.303051285676268,32.0
27680,27681,2337-5282,-75.57694580913606,6.237018975708548,49.0
27681,27682,2337-5282,-75.57714355249945,6.23769550731502,49.0
27682,27683,2337-5282,-75.57709411665859,6.2375263744134015,49.0
27683,27684,2337-5282,-75.57704468081775,6.237357241511783,49.0
27684,27685,2337-5282,-75.5769952449769,6.237188108610166,49.0
27690,27691,2338-2340,-75.5769488975221,6.237363192471571,40.0
27691,27692,2338-2340,-75.57719827405556,6.238138691082343,40.0
27692,27693,2338-2340,-75.57713592992219,6.237944816429651,40.0
27693,27694,2338-2340,-75.57707358578881,6.237750941776958,40.0
27694,27695,2338-2340,-75.57701124165546,6.237557067124264,40.0
27695,27696,2338-2340,-75.57674561822856,6.236734511373175,40.0
27696,27697,2338-2340,-75.5769488975221,6.237363192471571,40.0
27697,27698,2338-2340,-75.5768980776987,6.237206022196973,40.0
27698,27699,2338-2340,-75.57684725787533,6.237048851922372,40.0
27699,27700,2338-2340,-75.57679643805194,6.2368916816477755,40.0
27700,27701,2338-2340,-75.57651222348416,6.235948658940071,40.0
27701,27702,2338-2340,-75.57674561822856,6.236734511373175,40.0
27702,27703,2338-2340,-75.57668726954249,6.236538048264898,40.0
27703,27704,2338-2340,-75.57662892085636,6.236341585156622,40.0
27704,27705,2338-2340,-75.57657057217025,6.236145122048347,40.0
27705,27706,2338-2340,-75.57630141532792,6.23536488208447,40.0
27706,27707,2338-2340,-75.57651222348416,6.235948658940071,40.0
27707,27708,2338-2340,-75.57645952144509,6.23580271472617,40.0
27708,27709,2338-2340,-75.57640681940603,6.23565677051227,40.0
27709,27710,2338-2340,-75.57635411736698,6.235510826298371,40.0
27710,27711,2338-2340,-75.57612072262258,6.234803557571992,40.0
27711,27712,2338-2340,-75.57630141532792,6.23536488208447,40.0
27712,27713,2338-2340,-75.5762562421516,6.2352245509563495,40.0
27713,27714,2338-2340,-75.57621106897525,6.235084219828232,40.0
27714,27715,2338-2340,-75.57616589579891,6.234943888700111,40.0
27715,27716,2338-2340,-75.57606049172078,6.234436825232687,40.0
27716,27717,2338-2340,-75.57612072262258,6.234803557571992,40.0
27717,27718,2338-2340,-75.57610566489713,6.234711874487164,40.0
27718,27719,2338-2340,-75.5760906071717,6.234620191402339,40.0
27719,27720,2338-2340,-75.57607554944623,6.234528508317513,40.0
27720,27721,2338-2340,-75.57602284740719,6.23419732642371,40.0
27721,27722,2338-2340,-75.57606049172078,6.234436825232687,40.0
27722,27723,2338-2340,-75.5760510806424,6.234376950530442,40.0
27723,27724,2338-2340,-75.57604166956398,6.2343170758282,40.0
27724,27725,2338-2340,-75.57603225848557,6.2342572011259545,40.0
27725,27726,2338-2340,-75.57597292295979,6.2335357235814595,40.0
27726,27727,2338-2340,-75.57602284740719,6.23419732642371,40.0
27727,27728,2338-2340,-75.57601036629535,6.234031925713147,40.0
27728,27729,2338-2340,-75.57599788518348,6.233866525002584,40.0
27729,27730,2338-2340,-75.57598540407163,6.233701124292022,40.0
27735,27736,2339-2340,-75.57597292295979,6.2335357235814595,182.0
27736,27737,2339-2340,-75.57618562246006,6.234819961139537,182.0
27737,27738,2339-2340,-75.576132447585,6.234498901750017,182.0
27738,27739,2339-2340,-75.57607927270995,6.234177842360497,182.0
27739,27740,2339-2340,-75.57602609783487,6.233856782970978,182.0
27840,27841,2340-3381,-75.57590461974509,6.232468442356062,42.0
27841,27842,2340-3381,-75.57597292295979,6.2335357235814595,42.0
27842,27843,2340-3381,-75.57595584715612,6.2332689032751105,42.0
27843,27844,2340-3381,-75.57593877135244,6.23300208296876,42.0
27844,27845,2340-3381,-75.57592169554876,6.232735262662411,42.0
27875,27876,2341-3430,-75.56869828581934,6.293924296810478,284.0
27876,27877,2341-3430,-75.56994122669673,6.2950813762248465,284.0
27877,27878,2341-3430,-75.5696304914774,6.294792106371252,284.0
27878,27879,2341-3430,-75.56931975625805,6.294502836517662,284.0
27879,27880,2341-3430,-75.56900902103868,6.2942135666640695,284.0
27885,27886,2342-3008,-75.55017356494889,6.335961901959786,5381.0
27886,27887,2342-3008,-75.54913432544579,6.336433384345722,5381.0
27887,27888,2342-3008,-75.54939413532156,6.336315513749239,5381.0
27888,27889,2342-3008,-75.54965394519735,6.3361976431527545,5381.0
27889,27890,2342-3008,-75.54991375507313,6.336079772556269,5381.0
27890,27891,2342-3716,-75.5477439700462,6.336789858838457,4501.0
27891,27892,2342-3716,-75.54913432544579,6.336433384345722,4501.0
27892,27893,2342-3716,-75.5487867365959,6.336522502968906,4501.0
27893,27894,2342-3716,-75.548439147746,6.336611621592089,4501.0
27894,27895,2342-3716,-75.54809155889609,6.3367007402152735,4501.0
27895,27896,2342-3006,-75.54971432870589,6.336441809133862,4213.0
27896,27897,2342-3006,-75.54913432544579,6.336433384345722,4213.0
27897,27898,2342-3006,-75.54927932626082,6.336435490542757,4213.0
27898,27899,2342-3006,-75.54942432707584,6.336437596739793,4213.0
27899,27900,2342-3006,-75.54956932789086,6.336439702936827,4213.0
27905,27906,2343-3434,-75.56693426001235,6.298205692943628,152.0
27906,27907,2343-3434,-75.5676367898229,6.298783037956992,152.0
27907,27908,2343-3434,-75.56746115737026,6.298638701703651,152.0
27908,27909,2343-3434,-75.56728552491762,6.298494365450308,152.0
27909,27910,2343-3434,-75.56710989246498,6.2983500291969685,152.0
27940,27941,2345-3018,-75.55463165378396,6.332961408993982,6491.0
27941,27942,2345-3018,-75.55430249145138,6.333243770180296,6491.0
27942,27943,2345-3018,-75.55438478203453,6.333173179883717,6491.0
27943,27944,2345-3018,-75.55446707261767,6.3331025895871385,6491.0
27944,27945,2345-3018,-75.55454936320079,6.3330319992905615,6491.0
27945,27946,2345-7012,-75.5537927366625,6.33209626755582,140.0
27946,27947,2345-7012,-75.55430249145138,6.333243770180296,140.0
27947,27948,2345-7012,-75.55417505275416,6.332956894524178,140.0
27948,27949,2345-7012,-75.55404761405694,6.332670018868058,140.0
27949,27950,2345-7012,-75.55392017535972,6.332383143211938,140.0
27950,27951,2345-3805,-75.55496031054345,6.334537983829532,138.0
27951,27952,2345-3805,-75.55430249145138,6.333243770180296,138.0
27952,27953,2345-3805,-75.55446694622441,6.3335673235926055,138.0
27953,27954,2345-3805,-75.55463140099741,6.333890877004914,138.0
27954,27955,2345-3805,-75.55479585577044,6.334214430417223,138.0
27955,27956,2345-3727,-75.55381490643155,6.33384131292287,6851.0
27956,27957,2345-3727,-75.55430249145138,6.333243770180296,6851.0
27957,27958,2345-3727,-75.55418059519644,6.33339315586594,6851.0
27958,27959,2345-3727,-75.55405869894147,6.333542541551584,6851.0
27959,27960,2345-3727,-75.55393680268652,6.3336919272372265,6851.0
27975,27976,2346-3996,-75.56986808729752,6.290359849146987,328.0
27976,27977,2346-3996,-75.57065491480748,6.2905960707825175,328.0
