ruta,longitud,latitud
1003,-75.57082044,6.35564454
1003,-75.57101267,6.35562733
1003,-75.5710992,6.355679055
1003,-75.57109463,6.355770188
1003,-75.5708755,6.356194111
1003,-75.57080939,6.356368961
1003,-75.57080752,6.356604301
1003,-75.57087368,6.356777962
1003,-75.57094634,6.356879884
1003,-75.5710451,6.356948575
1003,-75.57128479,6.357093718
1003,-75.5713619,6.357180329
1003,-75.57140887,6.357298519
1003,-75.57140643,6.357414928
1003,-75.57134136,6.357534488
1003,-75.5712538,6.357645732
1003,-75.57119827,6.35773478
1003,-75.57117674,6.357831405
1003,-75.57122427,6.357967687
1003,-75.57155128,6.358270769
1003,-75.57164691,6.358421258
1003,-75.57168387,6.35861578
1003,-75.57169627,6.358900447
1003,-75.57178927,6.359249693
1003,-75.57226202,6.359581314
1003,-75.5721239,6.359811233
1003,-75.57232488,6.359937815
1003,-75.57234203,6.359912869
1003,-75.57217296,6.359800382
1003,-75.57231109,6.359575963
1003,-75.57181069,6.359223174
1003,-75.57173847,6.358909419
1003,-75.57172439,6.358618143
1003,-75.57167668,6.358419518
1003,-75.57157688,6.358256639
1003,-75.57124905,6.357956041
1003,-75.57120485,6.35782719
1003,-75.5712249,6.357746116
1003,-75.57126532,6.357670664
1003,-75.57136871,6.357555906
1003,-75.57143375,6.357423943
1003,-75.5714384,6.357294169
1003,-75.57138814,6.357169015
1003,-75.5712965,6.357071927
1003,-75.57106117,6.356924811
1003,-75.57097588,6.356862258
1003,-75.57089558,6.356760396
1003,-75.57083432,6.356588668
1003,-75.5708352,6.356371283
1003,-75.57090519,6.356206394
1003,-75.57112733,6.355774129
1003,-75.57114277,6.355661622
1003,-75.57101917,6.355588085
1003,-75.57082045,6.355623555
1003,-75.57074427,6.355601269
1003,-75.57063684,6.35551165
1003,-75.57051321,6.355471186
1003,-75.57039567,6.355484961
1003,-75.5702875,6.3555613
1003,-75.57018717,6.355820001
1003,-75.56995849,6.356105391
1003,-75.56988331,6.356234083
1003,-75.5698311,6.356303796
1003,-75.56976464,6.356342826
1003,-75.56970876,6.356339465
1003,-75.56966608,6.356298206
1003,-75.56963276,6.356177618
1003,-75.5696523,6.356044783
1003,-75.56969552,6.355853219
1003,-75.56972315,6.355739784
1003,-75.56983752,6.355466354
1003,-75.56986683,6.355212745
1003,-75.56993361,6.355076243
1003,-75.56997047,6.354961563
1003,-75.56997556,6.354727574
1003,-75.5700984,6.354478953
1003,-75.57016167,6.354322427
1003,-75.57018829,6.35422156
1003,-75.57017459,6.354133966
1003,-75.56997727,6.35392585
1003,-75.56991414,6.353852052
1003,-75.56986877,6.353724196
1003,-75.56988734,6.353435246
1003,-75.56987993,6.353277506
1003,-75.56985483,6.352888009
1003,-75.56979123,6.352588397
1003,-75.56973643,6.352053897
1003,-75.56952856,6.35156788
1003,-75.56936923,6.351411025
1003,-75.56921507,6.351308075
1003,-75.5690439,6.351222852
1003,-75.56856075,6.350201626
1003,-75.56818371,6.350141946
1003,-75.56802844,6.350144903
1003,-75.56794138,6.349894686
1003,-75.56790366,6.349489805
1003,-75.56787056,6.349228881
1003,-75.5678329,6.34861627
1003,-75.56779894,6.34823404
1003,-75.56775473,6.3475136
1003,-75.5677248,6.346914397
1003,-75.56771797,6.346550382
1003,-75.56775738,6.346430379
1003,-75.56786639,6.346310073
1003,-75.56808904,6.346224698
1003,-75.56828001,6.346153878
1003,-75.56843146,6.346067616
1003,-75.56878894,6.34575314
1003,-75.56913832,6.345401352
1003,-75.56947555,6.345025131
1003,-75.56954566,6.344977501
1003,-75.56967792,6.344877871
1003,-75.56972689,6.344817666
1003,-75.5698074,6.344733398
1003,-75.56987191,6.344636268
1003,-75.56992565,6.344516754
1003,-75.56998238,6.344361642
1003,-75.5700528,6.344258005
1003,-75.57009884,6.344245956
1003,-75.57093289,6.344440031
1003,-75.57121843,6.344521921
1003,-75.57164791,6.344755428
1003,-75.57243237,6.345868141
1003,-75.57254133,6.345881336
1003,-75.5731051,6.345004647
1003,-75.57224952,6.34449464
1003,-75.57231964,6.344344603
1003,-75.57188968,6.344160424
1003,-75.57207767,6.34365348
1003,-75.57213168,6.343516137
1003,-75.57217922,6.342591038
1003,-75.57212448,6.342536552
1003,-75.57089874,6.342489818
1003,-75.57074857,6.342583979
1003,-75.57062186,6.342718707
1003,-75.57048846,6.342876405
1003,-75.57036622,6.342947545
1003,-75.57018647,6.342937034
1003,-75.57015252,6.342894638
1003,-75.57005636,6.342772741
1003,-75.56994016,6.342663534
1003,-75.56975955,6.34261021
1003,-75.56942797,6.342629976
1003,-75.56921912,6.342632174
1003,-75.56904248,6.342600884
1003,-75.56883367,6.342525193
1003,-75.5685446,6.342424591
1003,-75.56814599,6.342327666
1003,-75.56790266,6.342265745
1003,-75.56778115,6.342222853
1003,-75.56754824,6.342110814
1003,-75.56731183,6.341989444
1003,-75.56727368,6.341956856
1003,-75.56707652,6.341871843
1003,-75.56662823,6.341692836
1003,-75.56627561,6.341569402
1003,-75.56563565,6.341330136
1003,-75.56516673,6.34114099
1003,-75.56502707,6.341189076
1003,-75.56458241,6.342710937
1003,-75.56424018,6.343920128
1003,-75.56418778,6.343945484
1003,-75.56413141,6.343914003
1003,-75.56378755,6.343719587
1003,-75.56359691,6.343573282
1003,-75.5634021,6.343403098
1003,-75.56308725,6.343082223
1003,-75.56285724,6.342873612
1003,-75.5618703,6.342075941
1003,-75.56075193,6.341202615
1003,-75.55989435,6.340501566
1003,-75.55975894,6.340391929
1003,-75.55940961,6.340105132
1003,-75.55923421,6.338421206
1003,-75.55915918,6.337617823
1003,-75.55911122,6.336806404
1003,-75.56067181,6.336582836
1003,-75.56056624,6.335773956
1003,-75.56045997,6.335027031
1003,-75.56029771,6.333915031
1003,-75.56019111,6.333635684
1003,-75.56012547,6.333405252
1003,-75.56007986,6.332876702
1003,-75.56002627,6.332505858
1003,-75.55998876,6.332091731
1003,-75.55996762,6.331647487
1003,-75.56000099,6.331328383
1003,-75.56001866,6.331002735
1003,-75.56002047,6.33081163
1003,-75.55999932,6.330617621
1003,-75.55993413,6.330366821
1003,-75.55981779,6.330015123
1003,-75.55978214,6.329754505
1003,-75.55945497,6.329327895
1003,-75.55933749,6.32919693
1003,-75.55908589,6.328969367
1003,-75.558939,6.328863246
1003,-75.55878887,6.32881059
1003,-75.55859687,6.328745887
1003,-75.55845183,6.328682568
1003,-75.55834663,6.328598401
1003,-75.55829809,6.328517655
1003,-75.55827725,6.328448225
1003,-75.55826221,6.328285043
1003,-75.55822734,6.327920333
1003,-75.55818949,6.327484502
1003,-75.55815123,6.327074634
1003,-75.55812582,6.32674583
1003,-75.55809672,6.326442365
1003,-75.55806818,6.326102806
1003,-75.55803772,6.325758801
1003,-75.55801518,6.325494587
1003,-75.557997,6.325273678
1003,-75.5579653,6.324974993
1003,-75.55794187,6.324704595
1003,-75.5579165,6.324434206
1003,-75.5579004,6.324156557
1003,-75.5578782,6.323870447
1003,-75.55784664,6.323525571
1003,-75.55782127,6.323233173
1003,-75.55779973,6.322982606
1003,-75.55777437,6.322680776
1003,-75.55774618,6.322324229
1003,-75.55772279,6.322045513
1003,-75.55769868,6.321747547
1003,-75.55767648,6.321483446
1003,-75.55765118,6.321180649
1003,-75.55762364,6.320852023
1003,-75.5576046,6.320534655
1003,-75.55757792,6.320146543
1003,-75.55755572,6.319854145
1003,-75.55753357,6.319556597
1003,-75.55751454,6.319317648
1003,-75.55748359,6.319098768
1003,-75.55745724,6.318764536
1003,-75.55744717,6.318527517
1003,-75.55742181,6.31825084
1003,-75.55739612,6.317956305
1003,-75.55737391,6.31759788
1003,-75.55736062,6.317315551
1003,-75.55735726,6.317019181
1003,-75.55734934,6.316731243
1003,-75.55735246,6.316489151
1003,-75.55735583,6.316295393
1003,-75.55735981,6.315972407
1003,-75.55737045,6.315749566
1003,-75.55737966,6.315504906
1003,-75.55738798,6.315264183
1003,-75.55738478,6.315081825
1003,-75.55739417,6.314819378
1003,-75.55742732,6.314546444
1003,-75.55746474,6.314242842
1003,-75.55750894,6.31403082
1003,-75.55756054,6.313810507
1003,-75.55762442,6.31358939
1003,-75.55770499,6.313320054
1003,-75.55778655,6.313132832
1003,-75.55785917,6.312940385
1003,-75.55798249,6.31267311
1003,-75.55812945,6.312428414
1003,-75.55827804,6.312208188
1003,-75.55844774,6.311974431
1003,-75.55858372,6.311766891
1003,-75.55870692,6.311619151
1003,-75.55880495,6.311483935
1003,-75.55898204,6.31123237
1003,-75.55913067,6.31101854
1003,-75.55935516,6.310690108
1003,-75.55956071,6.310388229
1003,-75.55968848,6.310179006
1003,-75.55984027,6.309943166
1003,-75.55997594,6.309720294
1003,-75.56009072,6.309461919
1003,-75.56019189,6.309222945
1003,-75.56027854,6.308999477
1003,-75.56036706,6.308757361
1003,-75.5604422,6.308526122
1003,-75.56050858,6.308280867
1003,-75.56057579,6.308067043
1003,-75.56062003,6.307875243
1003,-75.56066427,6.30764257
1003,-75.56069901,6.307391033
1003,-75.56072898,6.307097918
1003,-75.56073965,6.306872855
1003,-75.56074642,6.306632383
1003,-75.56075901,6.306361986
1003,-75.56074627,6.306095697
1003,-75.56072091,6.30579701
1003,-75.56071908,6.30551745
1003,-75.56070044,6.30520598
1003,-75.56069722,6.304932443
1003,-75.56071011,6.304688218
1003,-75.56074803,6.304483842
1003,-75.5608327,6.304262924
1003,-75.56093388,6.304049103
1003,-75.56101925,6.3039076
1003,-75.56113627,6.303791242
1003,-75.56131464,6.30364632
1003,-75.56150253,6.303502478
1003,-75.56171128,6.30339239
1003,-75.56194808,6.303289558
1003,-75.56221377,6.303192034
1003,-75.56243257,6.303117178
1003,-75.56274571,6.303000779
1003,-75.56302757,6.30285545
1003,-75.56326794,6.302676182
1003,-75.56341745,6.302550596
1003,-75.56355659,6.302383928
1003,-75.56370523,6.30219525
1003,-75.56377796,6.302082046
1003,-75.56388862,6.301865079
1003,-75.56398551,6.301680373
1003,-75.56412222,6.301429904
1003,-75.56420951,6.301272845
1003,-75.56435452,6.30105802
1003,-75.56453307,6.300819405
1003,-75.56468171,6.300637014
1003,-75.5648544,6.30044799
1003,-75.56503782,6.300246727
1003,-75.56523169,6.300051334
1003,-75.56541511,6.299856359
1003,-75.56556106,6.299716294
1003,-75.56573916,6.299523961
1003,-75.56586882,6.299395025
1003,-75.56602062,6.299244074
1003,-75.56620113,6.299062767
1003,-75.56633053,6.298866714
1003,-75.56644754,6.298703194
1003,-75.56657402,6.298489366
1003,-75.5666752,6.298294408
1003,-75.56674791,6.298108888
1003,-75.56682986,6.297859154
1003,-75.56692469,6.297573018
1003,-75.56703217,6.297242862
1003,-75.56713333,6.296941005
1003,-75.5672037,6.296651417
1003,-75.5673017,6.296371568
1003,-75.56740685,6.296064662
1003,-75.56751691,6.295695875
1003,-75.56762271,6.295386798
1003,-75.56772387,6.295072364
1003,-75.56782501,6.294729632
1003,-75.56793249,6.294386898
1003,-75.56802804,6.294101474
1003,-75.56809758,6.293884514
1003,-75.56819241,6.293595235
1003,-75.56826456,6.29334132
1003,-75.5683681,6.293009134
1003,-75.56845345,6.292751297
1003,-75.56853824,6.292472636
1003,-75.56861095,6.292255674
1003,-75.56871202,6.291954324
1003,-75.56878156,6.291731076
1003,-75.56884901,6.291532611
1003,-75.56892803,6.291271633
1003,-75.5690032,6.291042032
1003,-75.56906326,6.290843939
1003,-75.56913933,6.290597029
1003,-75.56924113,6.290279369
1003,-75.56934723,6.289938427
1003,-75.56942625,6.289680592
1003,-75.56951603,6.289412025
1003,-75.56960137,6.289122748
1003,-75.56968943,6.288861487
1003,-75.56979374,6.28853133
1003,-75.56987724,6.28826707
1003,-75.56994995,6.288046965
1003,-75.57002269,6.287821714
1003,-75.57010487,6.28757331
1003,-75.57016941,6.287349553
1003,-75.57026108,6.287063418
1003,-75.57037269,6.286732435
1003,-75.57046444,6.286434161
1003,-75.57055486,6.286162747
1003,-75.57064021,6.285904911
1003,-75.57073559,6.285592433
1003,-75.57083341,6.285289439
1003,-75.57090607,6.285057521
1003,-75.57098509,6.284809118
1003,-75.5710649,6.284548977
1003,-75.57115657,6.284272273
1003,-75.57126254,6.283934724
1003,-75.57135198,6.283664615
1003,-75.57144433,6.283398101
1003,-75.57153068,6.283105972
1003,-75.57160956,6.28284899
1003,-75.57172292,6.28252132
1003,-75.57179815,6.282301471
1003,-75.57188127,6.282028198
1003,-75.57195486,6.281768655
1003,-75.57202217,6.28149533
1003,-75.57207995,6.281236472
1003,-75.57211789,6.280951309
1003,-75.57215986,6.280687337
1003,-75.57219953,6.280447679
1003,-75.57222995,6.280128171
1003,-75.57226889,6.279823313
1003,-75.57232781,6.279508844
1003,-75.57236221,6.279180526
1003,-75.57240114,6.278878813
1003,-75.5724492,6.278559321
1003,-75.57247686,6.278367571
1003,-75.57250321,6.278011856
1003,-75.57254204,6.277744729
1003,-75.57258084,6.277498894
1003,-75.57262668,6.277235074
1003,-75.57268135,6.276958565
1003,-75.57273523,6.27677156
1003,-75.57279331,6.276504057
1003,-75.57285751,6.276215002
1003,-75.57291209,6.27596679
1003,-75.57296348,6.275724856
1003,-75.57303083,6.275438954
1003,-75.57308533,6.275212352
1003,-75.57313985,6.274983005
1003,-75.57318166,6.274769338
1003,-75.57323947,6.274499127
1003,-75.57329409,6.274238338
1003,-75.57336791,6.273908438
1003,-75.57342897,6.273657132
1003,-75.57349631,6.273374376
1003,-75.57357005,6.27306963
1003,-75.57362785,6.272799419
1003,-75.573708,6.272469539
1003,-75.57379189,6.272126642
1003,-75.57387202,6.271803052
1003,-75.57392972,6.271564283
1003,-75.57398341,6.271314616
1003,-75.57403793,6.271085268
1003,-75.57409419,6.270815365
1003,-75.57415551,6.270562972
1003,-75.57421255,6.270312191
1003,-75.57427675,6.270019992
1003,-75.57433246,6.269769986
1003,-75.57437742,6.269559472
1003,-75.5744409,6.269331754
1003,-75.57449803,6.269078027
1003,-75.57454472,6.268845145
1003,-75.57461206,6.268562389
1003,-75.57469309,6.268269541
1003,-75.57475083,6.268021339
1003,-75.57482135,6.267732303
1003,-75.57487022,6.267562533
1003,-75.57496005,6.267178295
1003,-75.57511287,6.266504658
1003,-75.5752165,6.266049723
1003,-75.57535681,6.265470683
1003,-75.57536095,6.264901477
1003,-75.57538364,6.263958068
1003,-75.57540312,6.263521892
1003,-75.57541901,6.26317226
1003,-75.57516655,6.262375524
1003,-75.57408734,6.260889602
1003,-75.57303829,6.259539389
1003,-75.57288593,6.259301252
1003,-75.57239162,6.25857328
1003,-75.57222126,6.258352959
1003,-75.57194603,6.257969647
1003,-75.57168904,6.25778151
1003,-75.57132432,6.257624162
1003,-75.57037734,6.257420283
1003,-75.56836606,6.257080812
1003,-75.56730763,6.256880409
1003,-75.56664027,6.256774597
1003,-75.56617924,6.256703129
1003,-75.56579512,6.256584424
1003,-75.56549298,6.2564087
1003,-75.56505914,6.256154298
1003,-75.56408141,6.255519748
1003,-75.56344991,6.255107167
1003,-75.56315996,6.254909039
1003,-75.5627396,6.254514276
1003,-75.56273696,6.254412684
1003,-75.56279276,6.254368218
1003,-75.56331105,6.253874913
1003,-75.56329181,6.253768932
1003,-75.5628402,6.253461721
1003,-75.56264229,6.25336048
1003,-75.56253005,6.253355954
1003,-75.56244587,6.253446249
1003,-75.56239203,6.253787195
1003,-75.56240317,6.253990305
1003,-75.56245335,6.254271377
1003,-75.56253138,6.254472348
1003,-75.56267867,6.254707729
1003,-75.56295408,6.254971489
1003,-75.56377731,6.255455247
1003,-75.56449831,6.2559287
1003,-75.56526373,6.256404135
1003,-75.56574172,6.256662102
1003,-75.56614791,6.256783609
1003,-75.56739131,6.256993847
1003,-75.5683665,6.257181351
1003,-75.56932084,6.257359773
1003,-75.57031768,6.257535221
1003,-75.57127058,6.257720357
1003,-75.57162722,6.257860803
1003,-75.57185135,6.258046736
1003,-75.57224457,6.258546139
1003,-75.57271783,6.259244225
1003,-75.57302774,6.259677676
1003,-75.57333765,6.260111128
1003,-75.57383061,6.260809401
1003,-75.57480422,6.262051047
1003,-75.57507041,6.262500276
1003,-75.57521193,6.262984617
1003,-75.57525961,6.264257902
1003,-75.5752038,6.265353953
1003,-75.57517868,6.265576384
1003,-75.57509382,6.266097019
1003,-75.57484642,6.267180226
1003,-75.57472042,6.267682875
1003,-75.57466262,6.267962613
1003,-75.57458585,6.268349376
1003,-75.57450416,6.268766239
1003,-75.57442312,6.269129867
1003,-75.57435207,6.269443411
1003,-75.57429068,6.269705375
1003,-75.57419238,6.270083107
1003,-75.57410808,6.270409341
1003,-75.57396583,6.271045051
1003,-75.57388198,6.271419206
1003,-75.57377345,6.271878702
1003,-75.57368775,6.272278238
1003,-75.57354672,6.272849269
1003,-75.57344343,6.273261414
1003,-75.57330772,6.273780787
1003,-75.57318945,6.2742857
1003,-75.57310375,6.274685235
1003,-75.57301854,6.275058898
1003,-75.57295794,6.275347458
1003,-75.57288165,6.27570835
1003,-75.57280005,6.276120902
1003,-75.57270927,6.276559162
1003,-75.5726149,6.276958534
1003,-75.5724979,6.277458875
1003,-75.57245694,6.27774666
1003,-75.57240676,6.278103728
1003,-75.57234089,6.278534958
1003,-75.57228524,6.278933068
1003,-75.57220019,6.27966252
1003,-75.57213544,6.28010127
1003,-75.57211641,6.28030364
1003,-75.57206026,6.280746863
1003,-75.57199191,6.281146725
1003,-75.571881,6.281687097
1003,-75.57176092,6.282068734
1003,-75.57162718,6.28248462
1003,-75.57152646,6.282794713
1003,-75.57141539,6.283159266
1003,-75.57129973,6.283536671
1003,-75.57118858,6.283905534
1003,-75.57107608,6.284222992
1003,-75.57090773,6.28474592
1003,-75.57076445,6.285192392
1003,-75.57063907,6.285586507
1003,-75.57048799,6.286081794
1003,-75.57037119,6.286510938
1003,-75.57022844,6.286936623
1003,-75.57007635,6.287403926
1003,-75.56990135,6.287935498
1003,-75.56975344,6.288411505
1003,-75.56956428,6.289003201
1003,-75.56939604,6.2895291
1003,-75.56924412,6.28998778
1003,-75.56911487,6.290395124
1003,-75.56900437,6.290729492
1003,-75.56887578,6.291102341
1003,-75.56873302,6.291535312
1003,-75.5686086,6.291916869
1003,-75.5684492,6.29243612
1003,-75.56832454,6.292830611
1003,-75.56816337,6.29331931
1003,-75.5680344,6.293754837
1003,-75.56790966,6.294153638
1003,-75.56780517,6.294488664
1003,-75.56766667,6.294926028
1003,-75.56753259,6.295359162
1003,-75.56741701,6.295732255
1003,-75.56729805,6.296103675
1003,-75.56719646,6.296425272
1003,-75.56703703,6.296920455
1003,-75.56692194,6.297267678
1003,-75.56682318,6.297592174
1003,-75.5667446,6.297845187
1003,-75.56662268,6.29817805
1003,-75.56651398,6.298417557
1003,-75.56632861,6.298725931
1003,-75.56608941,6.299049331
1003,-75.56588322,6.299275005
1003,-75.56563045,6.299519427
1003,-75.56538702,6.299769344
1003,-75.56502317,6.300141502
1003,-75.56474888,6.300416721
1003,-75.56446243,6.300719176
1003,-75.56424027,6.301020653
1003,-75.56403287,6.301379014
1003,-75.56381219,6.301801891
1003,-75.56363686,6.302122101
1003,-75.56346939,6.302342712
1003,-75.5632504,6.302557753
1003,-75.56304658,6.302721699
1003,-75.56267178,6.302924421
1003,-75.56202903,6.303179401
1003,-75.56161018,6.303365463
1003,-75.56132993,6.303528321
1003,-75.5610974,6.303735727
1003,-75.56093304,6.303935367
1003,-75.56079888,6.304168352
1003,-75.56070482,6.304360961
1003,-75.56064605,6.304578464
1003,-75.5606224,6.304839637
1003,-75.56063936,6.305124337
1003,-75.56063861,6.305391755
1003,-75.56066302,6.305844938
1003,-75.5606725,6.306259199
1003,-75.56066945,6.306647345
1003,-75.56065029,6.306970488
1003,-75.56061794,6.307302011
1003,-75.56056784,6.307654768
1003,-75.56050971,6.307972868
1003,-75.56041877,6.308350172
1003,-75.56032676,6.308624498
1003,-75.56023017,6.30891168
1003,-75.56009412,6.309219687
1003,-75.55994006,6.309561865
1003,-75.55974008,6.309942857
1003,-75.55951137,6.310331078
1003,-75.5593105,6.310624925
1003,-75.55910086,6.310922921
1003,-75.55880676,6.311327164
1003,-75.55854968,6.311660515
1003,-75.5583312,6.311966975
1003,-75.55805318,6.312401481
1003,-75.55781497,6.312832653
1003,-75.5576557,6.313196413
1003,-75.55752819,6.313528693
1003,-75.55744197,6.313924165
1003,-75.55730976,6.314329231
1003,-75.557266,6.314800983
1003,-75.55729111,6.315094438
1003,-75.55728488,6.315441173
1003,-75.55728576,6.315850961
1003,-75.5572611,6.316251848
1003,-75.55726043,6.316514951
1003,-75.55725751,6.316935564
1003,-75.55726351,6.317317126
1003,-75.55730096,6.318056206
1003,-75.55732002,6.318453882
1003,-75.5573583,6.318893316
1003,-75.55739453,6.319229858
1003,-75.55743454,6.319636069
1003,-75.55747089,6.31999851
1003,-75.55750428,6.320407489
1003,-75.55753787,6.320866703
1003,-75.55757129,6.321257192
1003,-75.55760761,6.321628826
1003,-75.55764822,6.322128687
1003,-75.55767612,6.322419583
1003,-75.55771778,6.322807095
1003,-75.55773749,6.323139596
1003,-75.55776714,6.32351788
1003,-75.55782509,6.324121826
1003,-75.55785953,6.324512069
1003,-75.55787949,6.324831635
1003,-75.55791482,6.325197743
1003,-75.55795753,6.325690272
1003,-75.55800396,6.326209164
1003,-75.55803583,6.326628707
1003,-75.5580757,6.327031543
1003,-75.55811261,6.327411373
1003,-75.55815554,6.327867195
1003,-75.5581831,6.328242977
1003,-75.55825102,6.329003005
1003,-75.55829461,6.329711974
1003,-75.55817077,6.329890626
1003,-75.55629801,6.33044265
1003,-75.55622732,6.330531183
1003,-75.55636571,6.331072133
1003,-75.55655417,6.331524045
1003,-75.55689118,6.332075993
1003,-75.55739388,6.333070798
1003,-75.55781279,6.333881894
1003,-75.55815082,6.334636921
1003,-75.55828017,6.336944173
1003,-75.55838099,6.338440533
1003,-75.55844198,6.339310083
1003,-75.55851601,6.339426712
1003,-75.55937529,6.340142747
1003,-75.55986373,6.340533709
1003,-75.56071822,6.34123091
1003,-75.56183498,6.342104562
1003,-75.56283374,6.342897239
1003,-75.56306568,6.343108493
1003,-75.56337117,6.343435471
1003,-75.56356968,6.343605442
1003,-75.56377126,6.34375283
1003,-75.56403259,6.343908217
1003,-75.56411996,6.34397721
1003,-75.56414004,6.344035697
1003,-75.56419729,6.344048103
1003,-75.5642419,6.344020698
1003,-75.56425544,6.343967829
1003,-75.5646216,6.342714501
1003,-75.56506141,6.341220411
1003,-75.56512865,6.341200542
1003,-75.56579097,6.341472197
1003,-75.5666313,6.341769261
1003,-75.56721155,6.342008652
1003,-75.56730866,6.342064534
1003,-75.56756669,6.342201135
1003,-75.56776968,6.34229543
1003,-75.56800351,6.342364742
1003,-75.56850786,6.342490402
1003,-75.56891436,6.34263308
1003,-75.56908021,6.342702386
1003,-75.56923155,6.342741391
1003,-75.56937661,6.342744448
1003,-75.56973341,6.342714276
1003,-75.56989556,6.342731134
1003,-75.56998641,6.342811065
1003,-75.57002515,6.342976692
1003,-75.57002219,6.343256437
1003,-75.57001458,6.343371192
1003,-75.57001044,6.343496393
1003,-75.56999032,6.344103906
1003,-75.57009884,6.344245956
1003,-75.57093289,6.344440031
1003,-75.57121843,6.344521921
1003,-75.57164791,6.344755428
1003,-75.57243237,6.345868141
1003,-75.57254133,6.345881336
1003,-75.5731051,6.345004647
1003,-75.57224952,6.34449464
1003,-75.57231964,6.344344603
1003,-75.57188968,6.344160424
1003,-75.57207767,6.34365348
1003,-75.57203499,6.343567053
1003,-75.5702563,6.343470849
1003,-75.57011859,6.343434204
1003,-75.57001044,6.343496393
1003,-75.56999032,6.344103906
1003,-75.56994849,6.344286569
1003,-75.56982035,6.344592205
1003,-75.56972477,6.344730121
1003,-75.56964068,6.344824183
1003,-75.5694911,6.344960691
1003,-75.56938633,6.345066672
1003,-75.56910795,6.345376151
1003,-75.56876769,6.345727334
1003,-75.56838111,6.346054884
1003,-75.56826617,6.346123075
1003,-75.56807586,6.34619325
1003,-75.56784142,6.346280448
1003,-75.56772101,6.346415475
1003,-75.56768768,6.346535818
1003,-75.5676996,6.346903475
1003,-75.56738383,6.346844223
1003,-75.56704027,6.346787241
1003,-75.56702061,6.346826196
1003,-75.56708133,6.34756502
1003,-75.56711905,6.348231497
1003,-75.56720171,6.349532069
1003,-75.56723341,6.349580742
1003,-75.5678753,6.349559186
1003,-75.5679091,6.349900486
1003,-75.56800658,6.350188767
1003,-75.56834105,6.351031372
1003,-75.56849352,6.351018187
1003,-75.56865582,6.351189824
1003,-75.56872878,6.3512689
1003,-75.56879552,6.351305154
1003,-75.56890329,6.351289743
1003,-75.56904009,6.351247064
1003,-75.56920131,6.351321914
1003,-75.56934548,6.351426321
1003,-75.56949805,6.351577987
1003,-75.56970594,6.352051051
1003,-75.56974471,6.352345336
1003,-75.56975765,6.352590593
1003,-75.56982621,6.352890412
1003,-75.5698392,6.353106656
1003,-75.56984513,6.353283021
1003,-75.56986251,6.353432216
1003,-75.56984473,6.353726593
1003,-75.56989789,6.353866836
1003,-75.56996335,6.353941403
1003,-75.57015808,6.35414172
1003,-75.57016447,6.354220128
1003,-75.57013915,6.354314736
1003,-75.57007691,6.354467886
1003,-75.56995238,6.354720252
1003,-75.56995109,6.354955955
1003,-75.56991322,6.355068915
1003,-75.5698359,6.355205703
1003,-75.56980989,6.35545803
1003,-75.56970465,6.355730203
1003,-75.56967153,6.355857256
1003,-75.56962491,6.356047319
1003,-75.56960708,6.356184115
1003,-75.56964445,6.356317538
1003,-75.56969575,6.356364662
1003,-75.56976823,6.356366968
1003,-75.56984676,6.356322368
1003,-75.56989744,6.356248634
1003,-75.56997917,6.356123949
