ruta,longitud,latitud
1001,-75.55878887,6.32881059
1001,-75.55859687,6.328745887
1001,-75.55845183,6.328682568
1001,-75.55834663,6.328598401
1001,-75.55829809,6.328517655
1001,-75.55827725,6.328448225
1001,-75.55826221,6.328285043
1001,-75.55822734,6.327920333
1001,-75.55818949,6.327484502
1001,-75.55815123,6.327074634
1001,-75.55812582,6.32674583
1001,-75.55809672,6.326442365
1001,-75.55806818,6.326102806
1001,-75.55803772,6.325758801
1001,-75.55801518,6.325494587
1001,-75.557997,6.325273678
1001,-75.5579653,6.324974993
1001,-75.55794187,6.324704595
1001,-75.5579165,6.324434206
1001,-75.5579004,6.324156557
1001,-75.5578782,6.323870447
1001,-75.55784664,6.323525571
1001,-75.55782127,6.323233173
1001,-75.55779973,6.322982606
1001,-75.55777437,6.322680776
1001,-75.55774618,6.322324229
1001,-75.55772279,6.322045513
1001,-75.55769868,6.321747547
1001,-75.55767648,6.321483446
1001,-75.55765118,6.321180649
1001,-75.55762364,6.320852023
1001,-75.5576046,6.320534655
1001,-75.55757792,6.320146543
1001,-75.55755572,6.319854145
1001,-75.55753357,6.319556597
1001,-75.55751454,6.319317648
1001,-75.55748359,6.319098768
1001,-75.55745724,6.318764536
1001,-75.55744717,6.318527517
1001,-75.55742181,6.31825084
1001,-75.55739612,6.317956305
1001,-75.55737391,6.31759788
1001,-75.55736062,6.317315551
1001,-75.55735726,6.317019181
1001,-75.55734934,6.316731243
1001,-75.55735246,6.316489151
1001,-75.55735583,6.316295393
1001,-75.55735981,6.315972407
1001,-75.55737045,6.315749566
1001,-75.55737966,6.315504906
1001,-75.55738798,6.315264183
1001,-75.55738478,6.315081825
1001,-75.55739417,6.314819378
1001,-75.55742732,6.314546444
1001,-75.55746474,6.314242842
1001,-75.55750894,6.31403082
1001,-75.55756054,6.313810507
1001,-75.55762442,6.31358939
1001,-75.55769486,6.313381235
1001,-75.55778655,6.313132832
1001,-75.55785917,6.312940385
1001,-75.55798249,6.31267311
1001,-75.55812945,6.312428414
1001,-75.55827804,6.312208188
1001,-75.55844774,6.311974431
1001,-75.55858372,6.311766891
1001,-75.55870692,6.311619151
1001,-75.55880495,6.311483935
1001,-75.55898204,6.31123237
1001,-75.55913067,6.31101854
1001,-75.55935516,6.310690108
1001,-75.55956071,6.310388229
1001,-75.55968848,6.310179006
1001,-75.55984027,6.309943166
1001,-75.55997594,6.309720294
1001,-75.56009072,6.309461919
1001,-75.56019189,6.309222945
1001,-75.56027854,6.308999477
1001,-75.56036706,6.308757361
1001,-75.5604422,6.308526122
1001,-75.56050858,6.308280867
1001,-75.56057579,6.308067043
1001,-75.56062003,6.307875243
1001,-75.56066427,6.30764257
1001,-75.56069901,6.307391033
1001,-75.56072898,6.307097918
1001,-75.56073965,6.306872855
1001,-75.56074642,6.306632383
1001,-75.56075901,6.306361986
1001,-75.56074627,6.306095697
1001,-75.56072091,6.30579701
1001,-75.56071908,6.30551745
1001,-75.56070044,6.30520598
1001,-75.56069722,6.304932443
1001,-75.56071011,6.304688218
1001,-75.56074803,6.304483842
1001,-75.5608327,6.304262924
1001,-75.56093388,6.304049103
1001,-75.56101925,6.3039076
1001,-75.56113627,6.303791242
1001,-75.56131464,6.30364632
1001,-75.56150253,6.303502478
1001,-75.56171128,6.30339239
1001,-75.56194808,6.303289558
1001,-75.56221377,6.303192034
1001,-75.56243257,6.303117178
1001,-75.56274571,6.303000779
1001,-75.56302757,6.30285545
1001,-75.56326794,6.302676182
1001,-75.56341745,6.302550596
1001,-75.56355659,6.302383928
1001,-75.56370523,6.30219525
1001,-75.56377796,6.302082046
1001,-75.56388862,6.301865079
1001,-75.56398551,6.301680373
1001,-75.56412222,6.301429904
1001,-75.56420951,6.301272845
1001,-75.56435452,6.30105802
1001,-75.56453307,6.300819405
1001,-75.56468171,6.300637014
1001,-75.5648544,6.30044799
1001,-75.56503782,6.300246727
1001,-75.56523169,6.300051334
1001,-75.56541511,6.299856359
1001,-75.56556106,6.299716294
1001,-75.56573916,6.299523961
1001,-75.56586882,6.299395025
1001,-75.56602062,6.299244074
1001,-75.56620113,6.299062767
1001,-75.56633053,6.298866714
1001,-75.56644754,6.298703194
1001,-75.56657402,6.298489366
1001,-75.5666752,6.298294408
1001,-75.56674791,6.298108888
1001,-75.56682986,6.297859154
1001,-75.56692469,6.297573018
1001,-75.56703217,6.297242862
1001,-75.56713333,6.296941005
1001,-75.5672037,6.296651417
1001,-75.5673017,6.296371568
1001,-75.56740685,6.296064662
1001,-75.56751691,6.295695875
1001,-75.56762271,6.295386798
1001,-75.56772387,6.295072364
1001,-75.56782501,6.294729632
1001,-75.56793249,6.294386898
1001,-75.56802804,6.294101474
1001,-75.56809758,6.293884514
1001,-75.56819241,6.293595235
1001,-75.56826456,6.29334132
1001,-75.5683681,6.293009134
1001,-75.56845345,6.292751297
1001,-75.56853824,6.292472636
1001,-75.56861095,6.292255674
1001,-75.56871202,6.291954324
1001,-75.56878156,6.291731076
1001,-75.56884901,6.291532611
1001,-75.56892803,6.291271633
1001,-75.5690032,6.291042032
1001,-75.56906326,6.290843939
1001,-75.56913933,6.290597029
1001,-75.56924113,6.290279369
1001,-75.56934723,6.289938427
1001,-75.56942625,6.289680592
1001,-75.56951603,6.289412025
1001,-75.56960137,6.289122748
1001,-75.56968943,6.288861487
1001,-75.56979374,6.28853133
1001,-75.56987724,6.28826707
1001,-75.56994995,6.288046965
1001,-75.57002269,6.287821714
1001,-75.57010487,6.28757331
1001,-75.57016941,6.287349553
1001,-75.57026108,6.287063418
1001,-75.57037269,6.286732435
1001,-75.57046444,6.286434161
1001,-75.57055486,6.286162747
1001,-75.57064021,6.285904911
1001,-75.57073559,6.285592433
1001,-75.57083341,6.285289439
1001,-75.57090607,6.285057521
1001,-75.57098509,6.284809118
1001,-75.5710649,6.284548977
1001,-75.57115657,6.284272273
1001,-75.57126254,6.283934724
1001,-75.57135198,6.283664615
1001,-75.57144433,6.283398101
1001,-75.57153068,6.283105972
1001,-75.57160956,6.28284899
1001,-75.57172292,6.28252132
1001,-75.57179815,6.282301471
1001,-75.57188127,6.282028198
1001,-75.57195486,6.281768655
1001,-75.57202217,6.28149533
1001,-75.57207995,6.281236472
1001,-75.57211789,6.280951309
1001,-75.57215986,6.280687337
1001,-75.57219953,6.280447679
1001,-75.57222995,6.280128171
1001,-75.57226889,6.279823313
1001,-75.57232781,6.279508844
1001,-75.57236221,6.279180526
1001,-75.57240114,6.278878813
1001,-75.5724492,6.278559321
1001,-75.57247686,6.278367571
1001,-75.57250321,6.278011856
1001,-75.57254204,6.277744729
1001,-75.57258084,6.277498894
1001,-75.57262668,6.277235074
1001,-75.57268135,6.276958565
1001,-75.57273523,6.27677156
1001,-75.57279331,6.276504057
1001,-75.57285751,6.276215002
1001,-75.57291209,6.27596679
1001,-75.57296348,6.275724856
1001,-75.57303083,6.275438954
1001,-75.57308533,6.275212352
1001,-75.57313985,6.274983005
1001,-75.57318166,6.274769338
1001,-75.57323947,6.274499127
1001,-75.57329409,6.274238338
1001,-75.57336791,6.273908438
1001,-75.57342897,6.273657132
1001,-75.57349631,6.273374376
1001,-75.57357005,6.27306963
1001,-75.57362785,6.272799419
1001,-75.573708,6.272469539
1001,-75.57379189,6.272126642
1001,-75.57387202,6.271803052
1001,-75.57392972,6.271564283
1001,-75.57398341,6.271314616
1001,-75.57403793,6.271085268
1001,-75.57409419,6.270815365
1001,-75.57415551,6.270562972
1001,-75.57421255,6.270312191
1001,-75.57427675,6.270019992
1001,-75.57433246,6.269769986
1001,-75.57437742,6.269559472
1001,-75.5744409,6.269331754
1001,-75.57449803,6.269078027
1001,-75.57454472,6.268845145
1001,-75.57461206,6.268562389
1001,-75.57469309,6.268269541
1001,-75.57475083,6.268021339
1001,-75.57482135,6.267732303
1001,-75.57487022,6.267562533
1001,-75.57496005,6.267178295
1001,-75.57511287,6.266504658
1001,-75.5752165,6.266049723
1001,-75.57535681,6.265470683
1001,-75.57536095,6.264901477
1001,-75.57538364,6.263958068
1001,-75.57540312,6.263521892
1001,-75.57541901,6.26317226
1001,-75.57516655,6.262375524
1001,-75.57408734,6.260889602
1001,-75.57303829,6.259539389
1001,-75.57288593,6.259301252
1001,-75.5726136,6.258558657
1001,-75.57253546,6.258258157
1001,-75.57255833,6.258018591
1001,-75.57263464,6.257709449
1001,-75.57273914,6.25733667
1001,-75.57277897,6.257239383
1001,-75.57284241,6.257088786
1001,-75.57291581,6.256959162
1001,-75.57303556,6.256759859
1001,-75.57321966,6.256501888
1001,-75.5733547,6.256363164
1001,-75.57345225,6.256260458
1001,-75.57356868,6.256151358
1001,-75.57368433,6.25602768
1001,-75.57379972,6.255910841
1001,-75.57391601,6.255796142
1001,-75.57402143,6.25568728
1001,-75.57415075,6.255550245
1001,-75.57423358,6.255456125
1001,-75.57436506,6.255320092
1001,-75.57447227,6.255200366
1001,-75.5745699,6.255093584
1001,-75.57468491,6.254974857
1001,-75.57478959,6.254870328
1001,-75.57490175,6.254741724
1001,-75.57500273,6.254614177
1001,-75.57508116,6.254493933
1001,-75.57515331,6.254341901
1001,-75.57518292,6.254258956
1001,-75.57521837,6.254148417
1001,-75.57524601,6.253950096
1001,-75.57525883,6.253775339
1001,-75.5752624,6.253558029
1001,-75.5752782,6.253375682
1001,-75.57528688,6.253119424
1001,-75.5753297,6.252518668
1001,-75.57535042,6.25226459
1001,-75.57536462,6.252150276
1001,-75.57538241,6.251972274
1001,-75.5753953,6.251829412
1001,-75.57541157,6.251681309
1001,-75.57544274,6.251521728
1001,-75.57545468,6.2513979
1001,-75.57545884,6.251303354
1001,-75.57546552,6.251157772
1001,-75.57547632,6.25098642
1001,-75.57548012,6.250805543
1001,-75.57548802,6.250625185
1001,-75.57549677,6.250470537
1001,-75.57550452,6.250284961
1001,-75.57550986,6.25020613
1001,-75.57551781,6.25003482
1001,-75.57552322,6.249895984
1001,-75.57552485,6.249774029
1001,-75.57552682,6.24965646
1001,-75.57552566,6.249520023
1001,-75.57552983,6.249357719
1001,-75.57554002,6.249135981
1001,-75.57556067,6.248967165
1001,-75.57557923,6.248779505
1001,-75.57558633,6.248611867
1001,-75.57559092,6.248470606
1001,-75.57559751,6.248282836
1001,-75.57560274,6.248117389
1001,-75.57561014,6.247961327
1001,-75.57561827,6.247802798
1001,-75.57562331,6.247617748
1001,-75.57563019,6.247480398
1001,-75.57563469,6.247325609
1001,-75.5756322,6.24719874
1001,-75.57563714,6.247041779
1001,-75.57564742,6.246943797
1001,-75.57567939,6.246827572
1001,-75.57573136,6.246727994
1001,-75.57580081,6.246663499
1001,-75.5758485,6.246624153
1001,-75.57588842,6.246592006
1001,-75.57593967,6.24653479
1001,-75.57597951,6.246488161
1001,-75.5760112,6.246438893
1001,-75.57604407,6.246369117
1001,-75.57604778,6.24631912
1001,-75.57604507,6.246232187
1001,-75.57599526,6.246103115
1001,-75.5759343,6.245989651
1001,-75.5758273,6.245843174
1001,-75.57571442,6.245527075
1001,-75.57579195,6.243108701
1001,-75.57582092,6.241503837
1001,-75.57585009,6.240193791
1001,-75.57576677,6.240042309
1001,-75.57561517,6.240050828
1001,-75.57549625,6.240178545
1001,-75.57544926,6.241482881
1001,-75.57544057,6.241973023
1001,-75.57544802,6.242198542
1001,-75.57547245,6.242938003
1001,-75.57543363,6.244173932
1001,-75.57538003,6.245541813
1001,-75.5752674,6.245787234
1001,-75.57523904,6.245806243
1001,-75.57520421,6.245834972
1001,-75.57514777,6.245880171
1001,-75.57511989,6.245899104
1001,-75.57506619,6.245953166
1001,-75.57501331,6.246037269
1001,-75.57499545,6.246097269
1001,-75.57498729,6.246142598
1001,-75.57499704,6.246200468
1001,-75.57500079,6.246235431
1001,-75.57503022,6.246308323
1001,-75.57505255,6.246346767
1001,-75.57511153,6.246442667
1001,-75.57515228,6.246498502
1001,-75.57522155,6.246584073
1001,-75.5752649,6.246672789
1001,-75.57532774,6.246794835
1001,-75.57535043,6.246889632
1001,-75.57534559,6.246989126
1001,-75.57534899,6.247169888
1001,-75.57534694,6.247291155
1001,-75.57534241,6.247529239
1001,-75.57533005,6.24771303
1001,-75.57532242,6.247871078
1001,-75.57531182,6.248129018
1001,-75.57530874,6.248398938
1001,-75.57529989,6.248623714
1001,-75.57529446,6.248813043
1001,-75.57529529,6.249112077
1001,-75.57528695,6.249319177
1001,-75.57526685,6.249495728
1001,-75.57525214,6.249703242
1001,-75.5752409,6.24993963
1001,-75.57524064,6.25008811
1001,-75.57522958,6.250277952
1001,-75.57522437,6.25044591
1001,-75.57522068,6.250655505
1001,-75.57521811,6.250817561
1001,-75.57520917,6.251082409
1001,-75.5751999,6.251344051
1001,-75.57518662,6.25156442
1001,-75.57517053,6.251772002
1001,-75.57515724,6.251948297
1001,-75.57513918,6.252152847
1001,-75.57511951,6.25238328
1001,-75.57508469,6.252626045
1001,-75.57507584,6.252842006
1001,-75.5751145,6.253061411
1001,-75.57513272,6.253243687
1001,-75.57512388,6.253490357
1001,-75.57510836,6.253720365
1001,-75.57510073,6.253885352
1001,-75.57509425,6.254062985
1001,-75.57505135,6.254231109
1001,-75.57497709,6.254393754
1001,-75.57492344,6.254484674
1001,-75.57485655,6.254572966
1001,-75.57477718,6.254654415
1001,-75.57462621,6.254800164
1001,-75.57451981,6.254910355
1001,-75.57437368,6.25505397
1001,-75.57425281,6.255178743
1001,-75.57412891,6.255293537
1001,-75.57396074,6.255450444
1001,-75.57382894,6.255556843
1001,-75.57367966,6.255675775
1001,-75.5735603,6.255792012
1001,-75.57340956,6.255937464
1001,-75.57328998,6.256064249
1001,-75.5731491,6.256211358
1001,-75.5730046,6.256360403
1001,-75.5728704,6.256492568
1001,-75.57274004,6.25661649
1001,-75.57263682,6.2567239
1001,-75.57250816,6.25682848
1001,-75.5723784,6.256865153
1001,-75.57227155,6.256890014
1001,-75.57218638,6.256919147
1001,-75.57205789,6.256958514
1001,-75.5719814,6.256990511
1001,-75.5718948,6.257023981
1001,-75.5718256,6.257060968
1001,-75.57172957,6.257121356
1001,-75.57160928,6.257210504
1001,-75.57149113,6.257301481
1001,-75.57137189,6.257396016
1001,-75.57120757,6.257562744
1001,-75.5710326,6.257728357
1001,-75.57090168,6.257870906
1001,-75.57085578,6.257974322
1001,-75.5708327,6.258152661
1001,-75.57086342,6.258287343
1001,-75.570913,6.258374016
1001,-75.57098229,6.258456688
1001,-75.57103766,6.258499938
1001,-75.57109102,6.258531355
1001,-75.57116802,6.258548892
1001,-75.57125292,6.258566409
1001,-75.57143733,6.258611632
1001,-75.57161425,6.258656141
1001,-75.57204245,6.258782978
1001,-75.57225939,6.258879365
1001,-75.57244889,6.258981681
1001,-75.57257744,6.259103757
1001,-75.57271783,6.259244225
1001,-75.57302774,6.259677676
1001,-75.57333765,6.260111128
1001,-75.57383061,6.260809401
1001,-75.57480422,6.262051047
1001,-75.57507041,6.262500276
1001,-75.57521193,6.262984617
1001,-75.57525961,6.264257902
1001,-75.5752038,6.265353953
1001,-75.57517868,6.265576384
1001,-75.57509382,6.266097019
1001,-75.57484642,6.267180226
1001,-75.57472042,6.267682875
1001,-75.57466262,6.267962613
1001,-75.57458585,6.268349376
1001,-75.57450416,6.268766239
1001,-75.57442312,6.269129867
1001,-75.57435207,6.269443411
1001,-75.57429068,6.269705375
1001,-75.57419238,6.270083107
1001,-75.57410808,6.270409341
1001,-75.57396583,6.271045051
1001,-75.57388198,6.271419206
1001,-75.57377345,6.271878702
1001,-75.57368775,6.272278238
1001,-75.57354672,6.272849269
1001,-75.57344343,6.273261414
1001,-75.57330772,6.273780787
1001,-75.57318945,6.2742857
1001,-75.57310375,6.274685235
1001,-75.57301854,6.275058898
1001,-75.57295794,6.275347458
1001,-75.57288165,6.27570835
1001,-75.57280005,6.276120902
1001,-75.57270927,6.276559162
1001,-75.5726149,6.276958534
1001,-75.5724979,6.277458875
1001,-75.57245694,6.27774666
1001,-75.57240676,6.278103728
1001,-75.57234089,6.278534958
1001,-75.57228524,6.278933068
1001,-75.57220019,6.27966252
1001,-75.57213544,6.28010127
1001,-75.57211641,6.28030364
1001,-75.57206026,6.280746863
1001,-75.57199191,6.281146725
1001,-75.571881,6.281687097
1001,-75.57176092,6.282068734
1001,-75.57162718,6.28248462
1001,-75.57152646,6.282794713
1001,-75.57141539,6.283159266
1001,-75.57129973,6.283536671
1001,-75.57118858,6.283905534
1001,-75.57107608,6.284222992
1001,-75.57090773,6.28474592
1001,-75.57076445,6.285192392
1001,-75.57063907,6.285586507
1001,-75.57048799,6.286081794
1001,-75.57037119,6.286510938
1001,-75.57022844,6.286936623
1001,-75.57007635,6.287403926
1001,-75.56990135,6.287935498
1001,-75.56975344,6.288411505
1001,-75.56956428,6.289003201
1001,-75.56939604,6.2895291
1001,-75.56924412,6.28998778
1001,-75.56911487,6.290395124
1001,-75.56900437,6.290729492
1001,-75.56887578,6.291102341
1001,-75.56873302,6.291535312
1001,-75.5686086,6.291916869
1001,-75.5684492,6.29243612
1001,-75.56832454,6.292830611
1001,-75.56816337,6.29331931
1001,-75.5680344,6.293754837
1001,-75.56790966,6.294153638
1001,-75.56780517,6.294488664
1001,-75.56766667,6.294926028
1001,-75.56753259,6.295359162
1001,-75.56741701,6.295732255
1001,-75.56729805,6.296103675
1001,-75.56719646,6.296425272
1001,-75.56703703,6.296920455
1001,-75.56692194,6.297267678
1001,-75.56682318,6.297592174
1001,-75.5667446,6.297845187
1001,-75.56662268,6.29817805
1001,-75.56651398,6.298417557
1001,-75.56632861,6.298725931
1001,-75.56608941,6.299049331
1001,-75.56588322,6.299275005
1001,-75.56563045,6.299519427
1001,-75.56538702,6.299769344
1001,-75.56502317,6.300141502
1001,-75.56474888,6.300416721
1001,-75.56446243,6.300719176
1001,-75.56424027,6.301020653
1001,-75.56403287,6.301379014
1001,-75.56381219,6.301801891
1001,-75.56363686,6.302122101
1001,-75.56346939,6.302342712
1001,-75.5632504,6.302557753
1001,-75.56304658,6.302721699
1001,-75.56267178,6.302924421
1001,-75.56202903,6.303179401
1001,-75.56161018,6.303365463
1001,-75.56132993,6.303528321
1001,-75.5610974,6.303735727
1001,-75.56093304,6.303935367
1001,-75.56079888,6.304168352
1001,-75.56070482,6.304360961
1001,-75.56064605,6.304578464
1001,-75.5606224,6.304839637
1001,-75.56063936,6.305124337
1001,-75.56063861,6.305391755
1001,-75.56066302,6.305844938
1001,-75.5606725,6.306259199
1001,-75.56066945,6.306647345
1001,-75.56065029,6.306970488
1001,-75.56061794,6.307302011
1001,-75.56056784,6.307654768
1001,-75.56050971,6.307972868
1001,-75.56041877,6.308350172
1001,-75.56032676,6.308624498
1001,-75.56023017,6.30891168
1001,-75.56009412,6.309219687
1001,-75.55994006,6.309561865
1001,-75.55974008,6.309942857
1001,-75.55951137,6.310331078
1001,-75.5593105,6.310624925
1001,-75.55910086,6.310922921
1001,-75.55880676,6.311327164
1001,-75.55854968,6.311660515
1001,-75.5583312,6.311966975
1001,-75.55805318,6.312401481
1001,-75.55781497,6.312832653
1001,-75.5576557,6.313196413
1001,-75.55752819,6.313528693
1001,-75.55744197,6.313924165
1001,-75.55730976,6.314329231
1001,-75.557266,6.314800983
1001,-75.55729111,6.315094438
1001,-75.55728488,6.315441173
1001,-75.55728576,6.315850961
1001,-75.5572611,6.316251848
1001,-75.55726043,6.316514951
1001,-75.55725751,6.316935564
1001,-75.55726351,6.317317126
1001,-75.55730096,6.318056206
1001,-75.55732002,6.318453882
1001,-75.5573583,6.318893316
1001,-75.55739453,6.319229858
1001,-75.55743454,6.319636069
1001,-75.55747089,6.31999851
1001,-75.55750428,6.320407489
1001,-75.55753787,6.320866703
1001,-75.55757129,6.321257192
1001,-75.55760761,6.321628826
1001,-75.55764822,6.322128687
1001,-75.55767612,6.322419583
1001,-75.55771778,6.322807095
1001,-75.55773749,6.323139596
1001,-75.55776714,6.32351788
1001,-75.55782509,6.324121826
1001,-75.55785953,6.324512069
1001,-75.55787949,6.324831635
1001,-75.55791482,6.325197743
1001,-75.55795753,6.325690272
1001,-75.55800396,6.326209164
1001,-75.55803583,6.326628707
1001,-75.5580757,6.327031543
1001,-75.55811261,6.327411373
1001,-75.55815554,6.327867195
1001,-75.5581831,6.328242977
1001,-75.55825102,6.329003005
1001,-75.55829461,6.329711974
1001,-75.55817077,6.329890626
1001,-75.55629801,6.33044265
1001,-75.55622732,6.330531183
1001,-75.55636571,6.331072133
1001,-75.55655417,6.331524045
1001,-75.55689118,6.332075993
1001,-75.55739388,6.333070798
1001,-75.55781279,6.333881894
1001,-75.55815082,6.334636921
1001,-75.55828017,6.336944173
1001,-75.55838099,6.338440533
1001,-75.55844198,6.339310083
1001,-75.55851601,6.339426712
1001,-75.55937529,6.340142747
1001,-75.55986373,6.340533709
1001,-75.56071822,6.34123091
1001,-75.56183498,6.342104562
1001,-75.56283374,6.342897239
1001,-75.56306568,6.343108493
1001,-75.56337117,6.343435471
1001,-75.56356968,6.343605442
1001,-75.56377126,6.34375283
1001,-75.56403259,6.343908217
1001,-75.56411996,6.34397721
1001,-75.56414004,6.344035697
1001,-75.56419729,6.344048103
1001,-75.5642419,6.344020698
1001,-75.56425544,6.343967829
1001,-75.5646216,6.342714501
1001,-75.56506141,6.341220411
1001,-75.56512865,6.341200542
1001,-75.56579097,6.341472197
1001,-75.5666313,6.341769261
1001,-75.56721155,6.342008652
1001,-75.56731183,6.341989444
1001,-75.56783147,6.340038588
1001,-75.56916149,6.339760851
1001,-75.56908098,6.33928944
1001,-75.56794959,6.339505443
1001,-75.56727368,6.341956856
1001,-75.56730866,6.342064534
1001,-75.56756669,6.342201135
1001,-75.56776968,6.34229543
1001,-75.56800351,6.342364742
1001,-75.56850786,6.342490402
1001,-75.56891436,6.34263308
1001,-75.56908021,6.342702386
1001,-75.56923155,6.342741391
1001,-75.56937661,6.342744448
1001,-75.56973341,6.342714276
1001,-75.56989556,6.342731134
1001,-75.56998641,6.342811065
1001,-75.57002515,6.342976692
1001,-75.57002219,6.343256437
1001,-75.57001458,6.343371192
1001,-75.57001044,6.343496393
1001,-75.56999032,6.344103906
1001,-75.56994849,6.344286569
1001,-75.56982035,6.344592205
1001,-75.56972477,6.344730121
1001,-75.56964068,6.344824183
1001,-75.56961958,6.344875361
1001,-75.56964577,6.345034201
1001,-75.56966386,6.34518029
1001,-75.56969171,6.345453407
1001,-75.56970296,6.345590496
1001,-75.56977743,6.346180247
1001,-75.56981294,6.346462852
1001,-75.56990015,6.346632449
1001,-75.5699574,6.347186902
1001,-75.5700244,6.34771948
1001,-75.57008967,6.348282189
1001,-75.57011555,6.348427112
1001,-75.57014993,6.348546024
1001,-75.57019068,6.348577988
1001,-75.57027805,6.348572334
1001,-75.57030455,6.34851888
1001,-75.57027754,6.3484703
1001,-75.57024709,6.348433622
1001,-75.57017959,6.348401278
1001,-75.57013616,6.348341963
1001,-75.57006028,6.347722
1001,-75.56998704,6.34718599
1001,-75.56992493,6.346630421
1001,-75.56983657,6.346456599
1001,-75.56980154,6.346180948
1001,-75.56973665,6.345588357
1001,-75.56972477,6.345447102
1001,-75.56967086,6.344970093
1001,-75.56963364,6.344935646
1001,-75.56956208,6.344935321
1001,-75.5694911,6.344960691
1001,-75.56938633,6.345066672
1001,-75.56910795,6.345376151
1001,-75.56876769,6.345727334
1001,-75.56838111,6.346054884
1001,-75.56826617,6.346123075
1001,-75.56807586,6.34619325
1001,-75.56784142,6.346280448
1001,-75.56772101,6.346415475
1001,-75.56768768,6.346535818
1001,-75.5676996,6.346903475
1001,-75.56738383,6.346844223
1001,-75.56704027,6.346787241
1001,-75.56682019,6.3466932
